id,Geographic Area Name,County,State,Estimate!!Gini Index,Margin of Error!!Gini Index
0500000US30031,Gallatin County,Gallatin, Montana,0.4509,0.0313
0500000US17091,Kankakee County,Kankakee, Illinois,0.4513,0.0264
0500000US55059,Kenosha County,Kenosha, Wisconsin,0.4513,0.0341
0500000US25015,Hampshire County,Hampshire, Massachusetts,0.4514,0.0228
0500000US37179,Union County,Union, North Carolina,0.4514,0.0276
0500000US16055,Kootenai County,Kootenai, Idaho,0.4515,0.0348
0500000US42033,Clearfield County,Clearfield, Pennsylvania,0.4515,0.0302
0500000US12091,Okaloosa County,Okaloosa, Florida,0.4516,0.0265
0500000US42049,Erie County,Erie, Pennsylvania,0.4519,0.0162
0500000US08077,Mesa County,Mesa, Colorado,0.4523,0.0237
0500000US37109,Lincoln County,Lincoln, North Carolina,0.4524,0.0361
0500000US25011,Franklin County,Franklin, Massachusetts,0.4525,0.0321
0500000US36059,Nassau County,Nassau, New York,0.4525,0.0079
0500000US06019,Fresno County,Fresno, California,0.4668,0.0115
0500000US17167,Sangamon County,Sangamon, Illinois,0.4527,0.0179
0500000US29095,Jackson County,Jackson, Missouri,0.4527,0.0105
0500000US30111,Yellowstone County,Yellowstone, Montana,0.4527,0.0327
0500000US32031,Washoe County,Washoe, Nevada,0.4527,0.0183
0500000US41005,Clackamas County,Clackamas, Oregon,0.4528,0.0184
0500000US26075,Jackson County,Jackson, Michigan,0.4529,0.0328
0500000US04025,Yavapai County,Yavapai, Arizona,0.4531,0.0257
0500000US37089,Henderson County,Henderson, North Carolina,0.4531,0.0219
0500000US13045,Carroll County,Carroll, Georgia,0.4533,0.0355
0500000US25001,Barnstable County,Barnstable, Massachusetts,0.4533,0.0171
0500000US39017,Butler County,Butler, Ohio,0.4533,0.0149
0500000US55139,Winnebago County,Winnebago, Wisconsin,0.4533,0.0344
0500000US16001,Ada County,Ada, Idaho,0.4534,0.0178
0500000US54107,Wood County,Wood, West Virginia,0.4534,0.0248
0500000US42019,Butler County,Butler, Pennsylvania,0.4535,0.0194
0500000US17043,DuPage County,DuPage, Illinois,0.4541,0.0091
0500000US29165,Platte County,Platte, Missouri,0.4541,0.0325
0500000US39093,Lorain County,Lorain, Ohio,0.4542,0.0236
0500000US51680,Lynchburg city,Lynchbu, Virginia,0.4543,0.0276
0500000US55063,La Crosse County,La Crosse, Wisconsin,0.4543,0.0308
0500000US39141,Ross County,Ross, Ohio,0.4545,0.0451
0500000US37097,Iredell County,Iredell, North Carolina,0.4546,0.0229
0500000US17201,Winnebago County,Winnebago, Illinois,0.4547,0.014
0500000US36071,Orange County,Orange, New York,0.4547,0.0163
0500000US42107,Schuylkill County,Schuylkill, Pennsylvania,0.4547,0.02
0500000US48135,Ector County,Ector, Texas,0.4547,0.0317
0500000US45091,York County,York, South Carolina,0.455,0.0183
0500000US56025,Natrona County,Natrona, Wyoming,0.455,0.0404
0500000US20173,Sedgwick County,Sedgwick, Kansas,0.4553,0.0132
0500000US25023,Plymouth County,Plymouth, Massachusetts,0.4553,0.0137
0500000US37049,Craven County,Craven, North Carolina,0.4553,0.032
0500000US13031,Bulloch County,Bulloch, Georgia,0.4554,0.0318
0500000US25027,Worcester County,Worcester, Massachusetts,0.4554,0.0095
0500000US17183,Vermilion County,Vermilion, Illinois,0.4555,0.033
0500000US42097,Northumberland County,Northumberland, Pennsylvania,0.4555,0.026
0500000US29187,St. Francois County,St. Francois, Missouri,0.4556,0.0518
0500000US41039,Lane County,Lane, Oregon,0.4556,0.0145
0500000US53027,Grays Harbor County,Grays Harbor, Washington,0.4558,0.0449
0500000US19169,Story County,Story, Iowa,0.4559,0.0253
0500000US36075,Oswego County,Oswego, New York,0.4562,0.0268
0500000US26077,Kalamazoo County,Kalamazoo, Michigan,0.4563,0.0174
0500000US33017,Strafford County,Strafford, New Hampshire,0.4564,0.0302
0500000US12033,Escambia County,Escambia, Florida,0.4565,0.0176
0500000US55073,Marathon County,Marathon, Wisconsin,0.4565,0.0416
0500000US37159,Rowan County,Rowan, North Carolina,0.4566,0.0396
0500000US40037,Creek County,Creek, Oklahoma,0.4569,0.0374
0500000US55133,Waukesha County,Waukesha, Wisconsin,0.4569,0.0136
0500000US42077,Lehigh County,Lehigh, Pennsylvania,0.457,0.0133
0500000US53063,Spokane County,Spokane, Washington,0.4575,0.0165
0500000US45059,Laurens County,Laurens, South Carolina,0.4578,0.0382
0500000US42125,Washington County,Washington, Pennsylvania,0.4579,0.0213
0500000US13295,Walker County,Walker, Georgia,0.458,0.0309
0500000US12083,Marion County,Marion, Florida,0.4581,0.0189
0500000US06013,Contra Costa County,Contra Costa, California,0.4639,0.0083
0500000US04013,Maricopa County,Maricopa, Arizona,0.4583,0.0058
0500000US37155,Robeson County,Robeson, North Carolina,0.4583,0.0234
0500000US08005,Arapahoe County,Arapahoe, Colorado,0.4584,0.0122
0500000US13217,Newton County,Newton, Georgia,0.4585,0.0669
0500000US18167,Vigo County,Vigo, Indiana,0.4587,0.0224
0500000US35061,Valencia County,Valencia, New Mexico,0.4587,0.0505
0500000US20091,Johnson County,Johnson, Kansas,0.4588,0.0149
0500000US36055,Monroe County,Monroe, New York,0.4588,0.0091
0500000US01117,Shelby County,Shelby, Alabama,0.4589,0.0255
0500000US06073,San Diego County,San Diego, California,0.4631,0.005
0500000US48309,McLennan County,McLennan, Texas,0.4589,0.016
0500000US06101,Sutter County,Sutter, California,0.4628,0.0571
0500000US18091,LaPorte County,LaPorte, Indiana,0.4591,0.0325
0500000US20045,Douglas County,Douglas, Kansas,0.4592,0.0256
0500000US36069,Ontario County,Ontario, New York,0.4592,0.0288
0500000US36013,Chautauqua County,Chautauqua, New York,0.4595,0.0236
0500000US37001,Alamance County,Alamance, North Carolina,0.4595,0.0296
0500000US48451,Tom Green County,Tom Green, Texas,0.4595,0.038
0500000US19013,Black Hawk County,Black Hawk, Iowa,0.4596,0.0246
0500000US36001,Albany County,Albany, New York,0.4597,0.0161
0500000US48347,Nacogdoches County,Nacogdoches, Texas,0.4597,0.0384
0500000US37127,Nash County,Nash, North Carolina,0.46,0.0411
0500000US53015,Cowlitz County,Cowlitz, Washington,0.46,0.0449
0500000US36029,Erie County,Erie, New York,0.4601,0.0107
0500000US45045,Greenville County,Greenville, South Carolina,0.4604,0.0137
0500000US17115,Macon County,Macon, Illinois,0.4605,0.0274
0500000US18003,Allen County,Allen, Indiana,0.4605,0.0215
0500000US39153,Summit County,Summit, Ohio,0.4605,0.0144
0500000US34011,Cumberland County,Cumberland, New Jersey,0.4606,0.0315
0500000US25003,Berkshire County,Berkshire, Massachusetts,0.4608,0.0245
0500000US41029,Jackson County,Jackson, Oregon,0.4608,0.029
0500000US21227,Warren County,Warren, Kentucky,0.4609,0.043
0500000US48355,Nueces County,Nueces, Texas,0.4609,0.0223
0500000US45003,Aiken County,Aiken, South Carolina,0.461,0.0284
0500000US12127,Volusia County,Volusia, Florida,0.4614,0.0137
0500000US22019,Calcasieu Parish,Calcasieu, Louisiana,0.4614,0.02
0500000US25005,Bristol County,Bristol, Massachusetts,0.4615,0.0151
0500000US35045,San Juan County,San Juan, New Mexico,0.4615,0.0214
0500000US18105,Monroe County,Monroe, Indiana,0.4616,0.0218
0500000US37157,Rockingham County,Rockingham, North Carolina,0.4617,0.0325
0500000US22055,Lafayette Parish,Lafayette, Louisiana,0.4618,0.0257
0500000US39057,Greene County,Greene, Ohio,0.4618,0.0221
0500000US41017,Deschutes County,Deschutes, Oregon,0.4618,0.022
0500000US22079,Rapides Parish,Rapides, Louisiana,0.4623,0.0262
0500000US29019,Boone County,Boone, Missouri,0.4624,0.0219
0500000US21151,Madison County,Madison, Kentucky,0.4627,0.0369
0500000US06001,Alameda County,Alameda, California,0.4591,0.0072
0500000US54033,Harrison County,Harrison, West Virginia,0.4628,0.0386
0500000US17163,St. Clair County,St. Clair, Illinois,0.463,0.0248
0500000US42043,Dauphin County,Dauphin, Pennsylvania,0.463,0.0164
0500000US06097,Sonoma County,Sonoma, California,0.4589,0.0144
0500000US37151,Randolph County,Randolph, North Carolina,0.4631,0.037
0500000US51087,Henrico County,Henrico, Virginia,0.4631,0.0175
0500000US34001,Atlantic County,Atlantic, New Jersey,0.4633,0.0179
0500000US39049,Franklin County,Franklin, Ohio,0.4633,0.0077
0500000US23003,Aroostook County,Aroostook, Maine,0.4634,0.0193
0500000US45075,Orangeburg County,Orangeburg, South Carolina,0.4635,0.0311
0500000US21037,Campbell County,Campbell, Kentucky,0.4636,0.0335
0500000US40101,Muskogee County,Muskogee, Oklahoma,0.4636,0.0301
0500000US39043,Erie County,Erie, Ohio,0.4637,0.0577
0500000US47011,Bradley County,Bradley, Tennessee,0.4637,0.0516
0500000US06079,San Luis Obispo County,San Luis Obispo, California,0.4582,0.017
0500000US09005,Litchfield County,Litchfield, Connecticut,0.4639,0.022
0500000US34029,Ocean County,Ocean, New Jersey,0.464,0.0142
0500000US01089,Madison County,Madison, Alabama,0.4643,0.0134
0500000US13139,Hall County,Hall, Georgia,0.4643,0.0271
0500000US10003,New Castle County,New Castle, Delaware,0.4646,0.0152
0500000US17199,Williamson County,Williamson, Illinois,0.4649,0.046
0500000US01015,Calhoun County,Calhoun, Alabama,0.465,0.0292
0500000US24001,Allegany County,Allegany, Maryland,0.465,0.0325
0500000US24031,Montgomery County,Montgomery, Maryland,0.465,0.008
0500000US39119,Muskingum County,Muskingum, Ohio,0.465,0.0497
0500000US48439,Tarrant County,Tarrant, Texas,0.4651,0.0087
0500000US18141,St. Joseph County,St. Joseph, Indiana,0.4652,0.0179
0500000US04019,Pima County,Pima, Arizona,0.4655,0.0081
0500000US36111,Ulster County,Ulster, New York,0.4656,0.0199
0500000US19163,Scott County,Scott, Iowa,0.4657,0.0265
0500000US01125,Tuscaloosa County,Tuscaloosa, Alabama,0.4658,0.0244
0500000US33005,Cheshire County,Cheshire, New Hampshire,0.466,0.0378
0500000US37063,Durham County,Durham, North Carolina,0.466,0.0158
0500000US38035,Grand Forks County,Grand Forks, North Dakota,0.466,0.0343
0500000US37125,Moore County,Moore, North Carolina,0.4661,0.031
0500000US28081,Lee County,Lee, Mississippi,0.4662,0.0409
0500000US41053,Polk County,Polk, Oregon,0.4662,0.06
0500000US17001,Adams County,Adams, Illinois,0.4663,0.054
0500000US39113,Montgomery County,Montgomery, Ohio,0.4665,0.0129
0500000US06023,Humboldt County,Humboldt, California,0.4527,0.0279
0500000US22109,Terrebonne Parish,Terrebonne, Louisiana,0.4668,0.0466
0500000US34031,Passaic County,Passaic, New Jersey,0.4669,0.0146
0500000US27109,Olmsted County,Olmsted, Minnesota,0.467,0.0224
0500000US41003,Benton County,Benton, Oregon,0.4671,0.0244
0500000US26081,Kent County,Kent, Michigan,0.4673,0.0186
0500000US44007,Providence County,Providence, Rhode Island,0.4676,0.0142
0500000US48485,Wichita County,Wichita, Texas,0.4677,0.0328
0500000US22051,Jefferson Parish,Jefferson, Louisiana,0.4679,0.0139
0500000US05131,Sebastian County,Sebastian, Arkansas,0.468,0.0331
0500000US36067,Onondaga County,Onondaga, New York,0.468,0.0155
0500000US53033,King County,King, Washington,0.468,0.0066
0500000US48479,Webb County,Webb, Texas,0.4681,0.0285
0500000US47065,Hamilton County,Hamilton, Tennessee,0.4684,0.0163
0500000US37037,Chatham County,Chatham, North Carolina,0.4685,0.0295
0500000US37147,Pitt County,Pitt, North Carolina,0.4685,0.0309
0500000US06057,Nevada County,Nevada, California,0.4501,0.0256
0500000US06067,Sacramento County,Sacramento, California,0.4492,0.0084
0500000US45007,Anderson County,Anderson, South Carolina,0.4687,0.0304
0500000US05007,Benton County,Benton, Arkansas,0.4692,0.0235
0500000US36087,Rockland County,Rockland, New York,0.4692,0.0183
0500000US48209,Hays County,Hays, Texas,0.4692,0.0295
0500000US26125,Oakland County,Oakland, Michigan,0.4694,0.0083
0500000US06017,El Dorado County,El Dorado, California,0.4488,0.0223
0500000US23019,Penobscot County,Penobscot, Maine,0.4697,0.0283
0500000US26049,Genesee County,Genesee, Michigan,0.4699,0.0124
0500000US04017,Navajo County,Navajo, Arizona,0.47,0.0437
0500000US12109,St. Johns County,St. Johns, Florida,0.4701,0.0219
0500000US17099,LaSalle County,LaSalle, Illinois,0.4702,0.0389
0500000US16083,Twin Falls County,Twin Falls, Idaho,0.4703,0.076
0500000US42091,Montgomery County,Montgomery, Pennsylvania,0.4703,0.0087
0500000US37161,Rutherford County,Rutherford, North Carolina,0.4704,0.0346
0500000US36105,Sullivan County,Sullivan, New York,0.4707,0.0317
0500000US13215,Muscogee County,Muscogee, Georgia,0.4708,0.022
0500000US25017,Middlesex County,Middlesex, Massachusetts,0.4708,0.0062
0500000US37171,Surry County,Surry, North Carolina,0.4708,0.041
0500000US48061,Cameron County,Cameron, Texas,0.4708,0.0139
0500000US51740,Portsmouth city,Portsmou, Virginia,0.4712,0.0407
0500000US30029,Flathead County,Flathead, Montana,0.4714,0.0328
0500000US37027,Caldwell County,Caldwell, North Carolina,0.4714,0.036
0500000US39055,Geauga County,Geauga, Ohio,0.4715,0.0356
0500000US47093,Knox County,Knox, Tennessee,0.4718,0.0126
0500000US18157,Tippecanoe County,Tippecanoe, Indiana,0.472,0.0238
0500000US27123,Ramsey County,Ramsey, Minnesota,0.4721,0.0115
0500000US41051,Multnomah County,Multnomah, Oregon,0.4721,0.0101
0500000US51095,James City County,James City, Virginia,0.4721,0.0415
0500000US48167,Galveston County,Galveston, Texas,0.4722,0.0181
0500000US13245,Richmond County,Richmond, Georgia,0.4724,0.0268
0500000US36063,Niagara County,Niagara, New York,0.4724,0.0275
0500000US01003,Baldwin County,Baldwin, Alabama,0.4725,0.0271
0500000US06077,San Joaquin County,San Joaquin, California,0.4483,0.0114
0500000US33009,Grafton County,Grafton, New Hampshire,0.473,0.0358
0500000US42027,Centre County,Centre, Pennsylvania,0.473,0.0212
0500000US06061,Placer County,Placer, California,0.4458,0.0131
0500000US37023,Burke County,Burke, North Carolina,0.4731,0.0387
0500000US34025,Monmouth County,Monmouth, New Jersey,0.4735,0.0112
0500000US44005,Newport County,Newport, Rhode Island,0.4735,0.0347
0500000US34027,Morris County,Morris, New Jersey,0.4738,0.0135
0500000US48329,Midland County,Midland, Texas,0.4742,0.028
0500000US35035,Otero County,Otero, New Mexico,0.4743,0.0488
0500000US45013,Beaufort County,Beaufort, South Carolina,0.4743,0.0232
0500000US45073,Oconee County,Oconee, South Carolina,0.4743,0.025
0500000US05031,Craighead County,Craighead, Arkansas,0.4744,0.0334
0500000US01095,Marshall County,Marshall, Alabama,0.4746,0.0371
0500000US72139,Trujillo Alto Municipio,Trujillo Alto Mu, Puerto Rico,0.4746,0.0292
0500000US37129,New Hanover County,New Hanover, North Carolina,0.475,0.0216
0500000US06111,Ventura County,Ventura, California,0.4458,0.0113
0500000US34007,Camden County,Camden, New Jersey,0.4752,0.0134
0500000US28089,Madison County,Madison, Mississippi,0.4757,0.0401
0500000US41071,Yamhill County,Yamhill, Oregon,0.4757,0.0386
0500000US45047,Greenwood County,Greenwood, South Carolina,0.476,0.0594
0500000US39099,Mahoning County,Mahoning, Ohio,0.4761,0.026
0500000US39009,Athens County,Athens, Ohio,0.4762,0.0268
0500000US39007,Ashtabula County,Ashtabula, Ohio,0.4764,0.0326
0500000US12131,Walton County,Walton, Florida,0.4766,0.0466
0500000US45079,Richland County,Richland, South Carolina,0.4767,0.0151
0500000US01069,Houston County,Houston, Alabama,0.4769,0.0148
0500000US55089,Ozaukee County,Ozaukee, Wisconsin,0.477,0.0255
0500000US39145,Scioto County,Scioto, Ohio,0.4771,0.0292
0500000US55079,Milwaukee County,Milwaukee, Wisconsin,0.4774,0.0104
0500000US01077,Lauderdale County,Lauderdale, Alabama,0.4775,0.0405
0500000US05045,Faulkner County,Faulkner, Arkansas,0.4777,0.0309
0500000US08013,Boulder County,Boulder, Colorado,0.4779,0.0147
0500000US18097,Marion County,Marion, Indiana,0.4779,0.0112
0500000US32003,Clark County,Clark, Nevada,0.4779,0.0086
0500000US36007,Broome County,Broome, New York,0.4779,0.0273
0500000US01127,Walker County,Walker, Alabama,0.4781,0.0557
0500000US06055,Napa County,Napa, California,0.4454,0.0212
0500000US20161,Riley County,Riley, Kansas,0.4782,0.0358
0500000US22103,St. Tammany Parish,St. Tammany, Louisiana,0.4782,0.0212
0500000US45077,Pickens County,Pickens, South Carolina,0.4783,0.0332
0500000US09009,New Haven County,New Haven, Connecticut,0.4785,0.0105
0500000US17113,McLean County,McLean, Illinois,0.4787,0.0255
0500000US37021,Buncombe County,Buncombe, North Carolina,0.4787,0.0209
0500000US21093,Hardin County,Hardin, Kentucky,0.4789,0.0455
0500000US26145,Saginaw County,Saginaw, Michigan,0.4789,0.0266
0500000US48029,Bexar County,Bexar, Texas,0.4792,0.0089
0500000US48183,Gregg County,Gregg, Texas,0.4792,0.0318
0500000US48339,Montgomery County,Montgomery, Texas,0.4792,0.0185
0500000US12023,Columbia County,Columbia, Florida,0.4793,0.0586
0500000US06025,Imperial County,Imperial, California,0.4448,0.0273
0500000US25013,Hampden County,Hampden, Massachusetts,0.4798,0.0122
0500000US12057,Hillsborough County,Hillsborough, Florida,0.4799,0.0081
0500000US31055,Douglas County,Douglas, Nebraska,0.4799,0.0131
0500000US01097,Mobile County,Mobile, Alabama,0.4805,0.0167
0500000US72135,Toa Alta Municipio,Toa Alta Mu, Puerto Rico,0.4805,0.0292
0500000US40143,Tulsa County,Tulsa, Oklahoma,0.4812,0.0106
0500000US12103,Pinellas County,Pinellas, Florida,0.4816,0.0094
0500000US20177,Shawnee County,Shawnee, Kansas,0.4817,0.0345
0500000US26065,Ingham County,Ingham, Michigan,0.4819,0.0197
0500000US34003,Bergen County,Bergen, New Jersey,0.482,0.0104
0500000US05051,Garland County,Garland, Arkansas,0.4822,0.0624
0500000US21067,Fayette County,Fayette, Kentucky,0.4825,0.0191
0500000US22057,Lafourche Parish,Lafourche, Louisiana,0.4827,0.0329
0500000US12081,Manatee County,Manatee, Florida,0.4828,0.0239
0500000US42045,Delaware County,Delaware, Pennsylvania,0.4829,0.0105
0500000US48303,Lubbock County,Lubbock, Texas,0.4829,0.0209
0500000US05069,Jefferson County,Jefferson, Arkansas,0.4833,0.0441
0500000US06099,Stanislaus County,Stanislaus, California,0.4438,0.0138
0500000US13089,DeKalb County,DeKalb, Georgia,0.4837,0.0112
0500000US36109,Tompkins County,Tompkins, New York,0.4838,0.0309
0500000US12071,Lee County,Lee, Florida,0.4841,0.015
0500000US06045,Mendocino County,Mendocino, California,0.4418,0.0291
0500000US48423,Smith County,Smith, Texas,0.4846,0.0374
0500000US18163,Vanderburgh County,Vanderburgh, Indiana,0.4847,0.0438
0500000US29077,Greene County,Greene, Missouri,0.4847,0.0278
0500000US48141,El Paso County,El Paso, Texas,0.4848,0.0123
0500000US12089,Nassau County,Nassau, Florida,0.485,0.0309
0500000US21111,Jefferson County,Jefferson, Kentucky,0.4853,0.0124
0500000US36015,Chemung County,Chemung, New York,0.4859,0.0596
0500000US12115,Sarasota County,Sarasota, Florida,0.486,0.0175
0500000US48469,Victoria County,Victoria, Texas,0.486,0.0271
0500000US37195,Wilson County,Wilson, North Carolina,0.4863,0.0317
0500000US12095,Orange County,Orange, Florida,0.4865,0.0126
0500000US47037,Davidson County,Davidson, Tennessee,0.4865,0.0134
0500000US26111,Midland County,Midland, Michigan,0.4868,0.0343
0500000US17097,Lake County,Lake, Illinois,0.4869,0.0096
0500000US22017,Caddo Parish,Caddo, Louisiana,0.4869,0.023
0500000US06071,San Bernardino County,San Bernardino, California,0.4394,0.0086
0500000US12017,Citrus County,Citrus, Florida,0.487,0.0566
0500000US26021,Berrien County,Berrien, Michigan,0.487,0.0253
0500000US09003,Hartford County,Hartford, Connecticut,0.4874,0.0101
0500000US35049,Santa Fe County,Santa Fe, New Mexico,0.4875,0.0215
0500000US34039,Union County,Union, New Jersey,0.4877,0.0143
0500000US54081,Raleigh County,Raleigh, West Virginia,0.4877,0.0397
0500000US26073,Isabella County,Isabella, Michigan,0.4879,0.0342
0500000US72021,Bayamón Municipio,Bayamón Mu, Puerto Rico,0.4879,0.0271
0500000US06089,Shasta County,Shasta, California,0.4394,0.0182
0500000US12031,Duval County,Duval, Florida,0.4882,0.0162
0500000US37081,Guilford County,Guilford, North Carolina,0.4884,0.0159
0500000US42003,Allegheny County,Allegheny, Pennsylvania,0.4891,0.0081
0500000US27053,Hennepin County,Hennepin, Minnesota,0.4894,0.0086
0500000US48453,Travis County,Travis, Texas,0.4895,0.0102
0500000US37119,Mecklenburg County,Mecklenburg, North Carolina,0.4896,0.0084
0500000US25021,Norfolk County,Norfolk, Massachusetts,0.4898,0.0123
0500000US35001,Bernalillo County,Bernalillo, New Mexico,0.4898,0.0148
0500000US06039,Madera County,Madera, California,0.4235,0.0243
0500000US47179,Washington County,Washington, Tennessee,0.4904,0.0258
0500000US13095,Dougherty County,Dougherty, Georgia,0.4906,0.0397
0500000US13059,Clarke County,Clarke, Georgia,0.4907,0.0216
0500000US35031,McKinley County,McKinley, New Mexico,0.4908,0.0291
0500000US51121,Montgomery County,Montgomery, Virginia,0.4909,0.0218
0500000US48375,Potter County,Potter, Texas,0.4914,0.0321
0500000US08031,Denver County,Denver, Colorado,0.492,0.011
0500000US29189,St. Louis County,St. Louis, Missouri,0.492,0.0094
0500000US38017,Cass County,Cass, North Dakota,0.492,0.0292
0500000US72013,Arecibo Municipio,Arecibo Mu, Puerto Rico,0.492,0.0287
0500000US34009,Cape May County,Cape May, New Jersey,0.4923,0.0256
0500000US48215,Hidalgo County,Hidalgo, Texas,0.4928,0.0158
0500000US05145,White County,White, Arkansas,0.4929,0.0446
0500000US48113,Dallas County,Dallas, Texas,0.4931,0.0076
0500000US39095,Lucas County,Lucas, Ohio,0.4934,0.0161
0500000US05143,Washington County,Washington, Arkansas,0.494,0.0242
0500000US17143,Peoria County,Peoria, Illinois,0.494,0.0295
0500000US12011,Broward County,Broward, Florida,0.4945,0.011
0500000US12055,Highlands County,Highlands, Florida,0.4946,0.0419
0500000US01073,Jefferson County,Jefferson, Alabama,0.4952,0.013
0500000US25009,Essex County,Essex, Massachusetts,0.4955,0.0115
0500000US48201,Harris County,Harris, Texas,0.4958,0.0046
0500000US54011,Cabell County,Cabell, West Virginia,0.4959,0.0365
0500000US47163,Sullivan County,Sullivan, Tennessee,0.4962,0.031
0500000US01121,Talladega County,Talladega, Alabama,0.4965,0.0464
0500000US34021,Mercer County,Mercer, New Jersey,0.4966,0.0177
0500000US40109,Oklahoma County,Oklahoma, Oklahoma,0.4969,0.0145
0500000US26163,Wayne County,Wayne, Michigan,0.497,0.0084
0500000US13285,Troup County,Troup, Georgia,0.4975,0.046
0500000US45031,Darlington County,Darlington, South Carolina,0.4977,0.0421
0500000US51003,Albemarle County,Albemarle, Virginia,0.4978,0.0364
0500000US01043,Cullman County,Cullman, Alabama,0.4981,0.0572
0500000US26161,Washtenaw County,Washtenaw, Michigan,0.4981,0.0134
0500000US13115,Floyd County,Floyd, Georgia,0.4987,0.0328
0500000US37067,Forsyth County,Forsyth, North Carolina,0.4994,0.0189
0500000US13021,Bibb County,Bibb, Georgia,0.5,0.0224
0500000US28047,Harrison County,Harrison, Mississippi,0.5,0.0322
0500000US01049,DeKalb County,DeKalb, Alabama,0.5003,0.0416
0500000US48041,Brazos County,Brazos, Texas,0.5014,0.0183
0500000US06115,Yuba County,Yuba, California,0.4131,0.0253
0500000US13051,Chatham County,Chatham, Georgia,0.5016,0.0219
0500000US34017,Hudson County,Hudson, New Jersey,0.5016,0.0104
0500000US48213,Henderson County,Henderson, Texas,0.5042,0.0349
0500000US48245,Jefferson County,Jefferson, Texas,0.5048,0.0225
0500000US37191,Wayne County,Wayne, North Carolina,0.505,0.0555
0500000US17019,Champaign County,Champaign, Illinois,0.5051,0.0239
0500000US06031,Kings County,Kings, California,0.4043,0.023
0500000US29510,St. Louis city,St. Lou, Missouri,0.5056,0.0152
0500000US47113,Madison County,Madison, Tennessee,0.506,0.0374
0500000US45057,Lancaster County,Lancaster, South Carolina,0.5063,0.0747
0500000US39061,Hamilton County,Hamilton, Ohio,0.5066,0.0132
0500000US48037,Bowie County,Bowie, Texas,0.5067,0.0391
0500000US45019,Charleston County,Charleston, South Carolina,0.5069,0.02
0500000US19103,Johnson County,Johnson, Iowa,0.507,0.0266
0500000US15001,Hawaii County,Hawaii, Hawaii,0.5071,0.0407
0500000US54039,Kanawha County,Kanawha, West Virginia,0.5073,0.0238
0500000US40119,Payne County,Payne, Oklahoma,0.5083,0.042
0500000US12073,Leon County,Leon, Florida,0.5089,0.0194
0500000US51770,Roanoke city,Roano, Virginia,0.5099,0.042
0500000US17031,Cook County,Cook, Illinois,0.5105,0.0039
0500000US72031,Carolina Municipio,Carolina Mu, Puerto Rico,0.5108,0.0289
0500000US13127,Glynn County,Glynn, Georgia,0.5112,0.0438
0500000US22033,East Baton Rouge Parish,East Baton Rouge, Louisiana,0.5115,0.0247
0500000US72137,Toa Baja Municipio,Toa Baja Mu, Puerto Rico,0.5118,0.0538
0500000US47157,Shelby County,Shelby, Tennessee,0.5135,0.0127
0500000US05119,Pulaski County,Pulaski, Arkansas,0.5151,0.0176
0500000US35013,Doña Ana County,Doña Ana, New Mexico,0.5151,0.0289
0500000US04001,Apache County,Apache, Arizona,0.5153,0.0221
0500000US22073,Ouachita Parish,Ouachita, Louisiana,0.5155,0.0272
0500000US24510,Baltimore city,Baltimo, Maryland,0.5158,0.0117
0500000US12001,Alachua County,Alachua, Florida,0.5167,0.0172
0500000US12086,Miami-Dade County,Miami-Dade, Florida,0.5175,0.0083
0500000US45041,Florence County,Florence, South Carolina,0.5177,0.0426
0500000US01101,Montgomery County,Montgomery, Alabama,0.5179,0.0222
0500000US51710,Norfolk city,Norfo, Virginia,0.5179,0.038
0500000US36005,Bronx County,Bronx, New York,0.5202,0.0116
0500000US37193,Wilkes County,Wilkes, North Carolina,0.5204,0.0796
0500000US39035,Cuyahoga County,Cuyahoga, Ohio,0.5204,0.0076
0500000US51760,Richmond city,Richmo, Virginia,0.5224,0.0181
0500000US06095,Solano County,Solano, California,0.4011,0.012
0500000US36047,Kings County,Kings, New York,0.5237,0.0083
0500000US25025,Suffolk County,Suffolk, Massachusetts,0.5241,0.0114
0500000US11001,District of Columbia,District of C, District of Columbia,0.5243,0.0096
0500000US12099,Palm Beach County,Palm Beach, Florida,0.5252,0.0092
0500000US42101,Philadelphia County,Philadelphia, Pennsylvania,0.5253,0.0089
0500000US54061,Monongalia County,Monongalia, West Virginia,0.5266,0.0341
0500000US21047,Christian County,Christian, Kentucky,0.5272,0.1114
0500000US12021,Collier County,Collier, Florida,0.5277,0.0213
0500000US28035,Forrest County,Forrest, Mississippi,0.5287,0.082
0500000US12085,Martin County,Martin, Florida,0.5288,0.0232
0500000US39081,Jefferson County,Jefferson, Ohio,0.5302,0.0499
0500000US12061,Indian River County,Indian River, Florida,0.5319,0.0412
0500000US48471,Walker County,Walker, Texas,0.5324,0.051
0500000US72061,Guaynabo Municipio,Guaynabo Mu, Puerto Rico,0.5351,0.0322
0500000US13121,Fulton County,Fulton, Georgia,0.5359,0.0124
0500000US01081,Lee County,Lee, Alabama,0.539,0.0288
0500000US22097,St. Landry Parish,St. Landry, Louisiana,0.5397,0.0478
0500000US28075,Lauderdale County,Lauderdale, Mississippi,0.5403,0.0552
0500000US21145,McCracken County,McCracken, Kentucky,0.541,0.0613
0500000US36119,Westchester County,Westchester, New York,0.5411,0.0085
0500000US12087,Monroe County,Monroe, Florida,0.5418,0.0367
0500000US37135,Orange County,Orange, North Carolina,0.5436,0.0434
0500000US09001,Fairfield County,Fairfield, Connecticut,0.546,0.0099
